Stable ID	Area or source	Usage	English source	Spanish draft	Translator correction	Review status	Translator notes	Protected placeholders
WELCOME-0079	Welcome document	Markdown source line	`![A useful description of the image](https://example.com/image.jpg)`	`![Una descripción útil de la imagen](https://example.com/image.jpg)`		Needs review		
WELCOME-0080	Welcome document	Markdown source line				Needs review		
WELCOME-0081	Welcome document	Markdown source line	The description inside the square brackets is alternative text. Describe what matters in the image so someone who cannot see it receives the same useful information.	La descripción entre corchetes es el texto alternativo. Describe lo importante de la imagen para que una persona que no pueda verla reciba la misma información útil.		Needs review		
WELCOME-0082	Welcome document	Markdown source line				Needs review		
WELCOME-0083	Welcome document	Markdown source line	To mark an attached SVG, PNG, or JPG as a tactile graphic, add the exact title tactile: `![Tactile map](map.svg "tactile")`	Para marcar un archivo SVG, PNG o JPG adjunto como gráfico táctil, añade el título exacto tactile: `![Mapa táctil](map.svg "tactile")`		Needs review		
WELCOME-0084	Welcome document	Markdown source line				Needs review		
WELCOME-0085	Welcome document	Markdown source line	An image address can refer to an attached file or a file on the web. Rendering an external image may contact the server that hosts it.	La dirección de una imagen puede apuntar a un archivo adjunto o a un archivo de internet. Renderizar una imagen externa puede ponerse en contacto con el servidor que la aloja.		Needs review		
WELCOME-0086	Welcome document	Markdown source line				Needs review		
WELCOME-0087	Welcome document	Markdown source line	## Quote Someone	## Cita a alguien		Needs review		
WELCOME-0088	Welcome document	Markdown source line				Needs review		
WELCOME-0089	Welcome document	Markdown source line	Begin a line with a greater-than sign to create a block quote:	Empieza una línea con el signo mayor que para crear una cita en bloque:		Needs review		
WELCOME-0090	Welcome document	Markdown source line				Needs review		
WELCOME-0091	Welcome document	Markdown source line	> Good writing begins with something worth saying.	> La buena escritura comienza con algo que vale la pena decir.		Needs review		
WELCOME-0092	Welcome document	Markdown source line				Needs review		
WELCOME-0093	Welcome document	Markdown source line	Quotes can contain multiple lines and other Markdown elements.	Las citas pueden contener varias líneas y otros elementos de Markdown.		Needs review		
WELCOME-0094	Welcome document	Markdown source line				Needs review		
WELCOME-0095	Welcome document	Markdown source line	## Separate Ideas	## Separa ideas		Needs review		
WELCOME-0096	Welcome document	Markdown source line				Needs review		
WELCOME-0097	Welcome document	Markdown source line	Three dashes on a line by themselves create a horizontal rule:	Tres guiones solos en una línea crean una regla horizontal:		Needs review		
WELCOME-0098	Welcome document	Markdown source line				Needs review		
WELCOME-0099	Welcome document	Markdown source line	---	---		Needs review		
WELCOME-0100	Welcome document	Markdown source line				Needs review		
WELCOME-0101	Welcome document	Markdown source line	A horizontal rule marks a change of subject or a meaningful break between sections.	Una regla horizontal marca un cambio de tema o una separación significativa entre secciones.		Needs review		
WELCOME-0102	Welcome document	Markdown source line				Needs review		
WELCOME-0103	Welcome document	Markdown source line	## Show Code or Literal Text	## Muestra código o texto literal		Needs review		
WELCOME-0104	Welcome document	Markdown source line				Needs review		
WELCOME-0105	Welcome document	Markdown source line	Use a backtick around a short piece of code or text that should be treated literally, such as `Command-S`.	Usa una comilla invertida alrededor de un fragmento corto de código o texto que deba tratarse de forma literal, como `Comando-S`.		Needs review		
WELCOME-0106	Welcome document	Markdown source line				Needs review		
WELCOME-0107	Welcome document	Markdown source line	Use three backticks before and after a longer code sample:	Usa tres comillas invertidas antes y después de un ejemplo de código más largo:		Needs review		
WELCOME-0108	Welcome document	Markdown source line				Needs review		
WELCOME-0109	Welcome document	Markdown source line	```swift	```swift		Needs review		
WELCOME-0110	Welcome document	Markdown source line	let appName = "ghostWriter Markdown"	let appName = "ghostWriter Markdown"		Needs review		
WELCOME-0111	Welcome document	Markdown source line	print(appName)	print(appName)		Needs review		
WELCOME-0112	Welcome document	Markdown source line	```	```		Needs review		
WELCOME-0113	Welcome document	Markdown source line				Needs review		
WELCOME-0114	Welcome document	Markdown source line	You can optionally put a language name after the opening backticks.	Puedes añadir de forma opcional el nombre de un lenguaje después de las comillas invertidas iniciales.		Needs review		
WELCOME-0115	Welcome document	Markdown source line				Needs review		
WELCOME-0116	Welcome document	Markdown source line	## Build a Table	## Crea una tabla		Needs review		
WELCOME-0117	Welcome document	Markdown source line				Needs review		
WELCOME-0118	Welcome document	Markdown source line	Use pipes between cells and a row of dashes beneath the column headings:	Usa barras verticales entre las celdas y una fila de guiones debajo de los encabezados de columna:		Needs review		
WELCOME-0119	Welcome document	Markdown source line				Needs review		
WELCOME-0120	Welcome document	Markdown source line	| Feature | What It Does |	| Función | Qué hace |		Needs review		
WELCOME-0121	Welcome document	Markdown source line	| --- | --- |	| --- | --- |		Needs review		
WELCOME-0122	Welcome document	Markdown source line	| Insert | Adds Markdown elements |	| Insertar | Añade elementos de Markdown |		Needs review		
WELCOME-0123	Welcome document	Markdown source line	| Outline | Lists document headings |	| Esquema | Enumera los encabezados del documento |		Needs review		
WELCOME-0124	Welcome document	Markdown source line	| Render | Shows formatted output |	| Renderizar | Muestra el resultado con formato |		Needs review		
WELCOME-0125	Welcome document	Markdown source line	| File Actions | Opens document commands |	| Acciones de archivo | Abre los comandos del documento |		Needs review		
WELCOME-0126	Welcome document	Markdown source line				Needs review		
WELCOME-0127	Welcome document	Markdown source line	Meaningful column headings help everyone understand a table, including people navigating it with a screen reader.	Los encabezados de columna con significado ayudan a todo el mundo a entender una tabla, incluidas las personas que navegan por ella con un lector de pantalla.		Needs review		
WELCOME-0128	Welcome document	Markdown source line				Needs review		
WELCOME-0129	Welcome document	Markdown source line	Insert can build this structure for you. Choose the number of columns and rows, and then replace the generated column names and empty cells with your own content.	Insertar puede crear esta estructura por ti. Elige el número de columnas y filas y, después, sustituye los nombres de columna generados y las celdas vacías por tu propio contenido.		Needs review		
WELCOME-0130	Welcome document	Markdown source line				Needs review		
WELCOME-0131	Welcome document	Markdown source line	## Use the Editor	## Usa el editor		Needs review		
WELCOME-0132	Welcome document	Markdown source line				Needs review		
WELCOME-0133	Welcome document	Markdown source line	The editor keeps the Markdown punctuation visible so you always control the source text.	El editor mantiene visible la puntuación de Markdown para que siempre controles el texto de origen.		Needs review		
WELCOME-0134	Welcome document	Markdown source line				Needs review		
WELCOME-0135	Welcome document	Markdown source line	- Insert adds headings, links, lists, tables, quotes, code, and other elements.	- Insertar añade encabezados, enlaces, listas, tablas, citas, código y otros elementos.		Needs review		
WELCOME-0136	Welcome document	Markdown source line	- Outline lists your headings and lets you jump directly to one.	- Esquema enumera tus encabezados y te permite ir directamente a uno.		Needs review		
WELCOME-0137	Welcome document	Markdown source line	- Render opens the formatted version of your document.	- Renderizar abre la versión con formato del documento.		Needs review		
WELCOME-0138	Welcome document	Markdown source line	- File Actions provides saving, sharing, renaming, navigation, and the Markdown Reference.	- Acciones de archivo ofrece opciones para guardar, compartir, cambiar el nombre, navegar y consultar la Referencia de Markdown.		Needs review		
WELCOME-0139	Welcome document	Markdown source line				Needs review		
WELCOME-0140	Welcome document	Markdown source line	ghostWriter saves automatically after you pause typing and when the app moves into the background. Save Now requests an immediate save.	ghostWriter guarda automáticamente después de que dejes de escribir durante un momento y cuando la aplicación pasa a segundo plano. Guardar ahora solicita que se guarde de inmediato.		Needs review		
WELCOME-0141	Welcome document	Markdown source line				Needs review		
WELCOME-0142	Welcome document	Markdown source line	## Your Documents and iCloud	## Tus documentos e iCloud		Needs review		
WELCOME-0143	Welcome document	Markdown source line				Needs review		
WELCOME-0144	Welcome document	Markdown source line	Documents are stored On This Device unless you choose iCloud Drive in Settings.	Los documentos se guardan en En este dispositivo, a menos que elijas iCloud Drive en Ajustes.		Needs review		
WELCOME-0145	Welcome document	Markdown source line				Needs review		
WELCOME-0146	Welcome document	Markdown source line	When iCloud Drive is enabled, the files remain ordinary Markdown documents inside the ghostWriter Markdown folder. You can open and edit them from another compatible app or device.	Cuando iCloud Drive está activado, los archivos siguen siendo documentos Markdown normales dentro de la carpeta ghostWriter Markdown. Puedes abrirlos y editarlos desde otra aplicación o dispositivo compatible.		Needs review		
WELCOME-0147	Welcome document	Markdown source line				Needs review		
WELCOME-0148	Welcome document	Markdown source line	## Try It Yourself	## Pruébalo		Needs review		
WELCOME-0149	Welcome document	Markdown source line				Needs review		
WELCOME-0150	Welcome document	Markdown source line	Here are a few ideas for exploring this document:	Aquí tienes algunas ideas para explorar este documento:		Needs review		
WELCOME-0151	Welcome document	Markdown source line				Needs review		
WELCOME-0152	Welcome document	Markdown source line	- [ ] Change a sentence	- [ ] Cambia una frase		Needs review		
WELCOME-0153	Welcome document	Markdown source line	- [ ] Add a new section	- [ ] Añade una sección nueva		Needs review		
WELCOME-0154	Welcome document	Markdown source line	- [ ] Insert a link	- [ ] Inserta un enlace		Needs review		
WELCOME-0155	Welcome document	Markdown source line	- [ ] Open Outline	- [ ] Abre Esquema		Needs review		
WELCOME-0156	Welcome document	Markdown source line	- [ ] Render the document	- [ ] Renderiza el documento		Needs review		
WELCOME-0157	Welcome document	Markdown source line	- [ ] Duplicate it from File Actions	- [ ] Duplícalo desde Acciones de archivo		Needs review		
WELCOME-0158	Welcome document	Markdown source line				Needs review		
WELCOME-0159	Welcome document	Markdown source line	You now know enough Markdown to begin writing. The rest can wait until you need it.	Ya sabes suficiente Markdown para empezar a escribir. El resto puede esperar hasta que lo necesites.		Needs review		
WELCOME-0160	Welcome document	Markdown source line				Needs review		
